,pertanyaan,jawaban,penilai 1,penilai 2
10,"Jelaskan selengkap mungkin yang anda ketahui mengenai research question (rumusan masalah) dan research objective (tujuan penelitian), serta bagaimana hubungan di antara keduanya?","Research question (rumusan masalah) adalah salah satu struktur dalam proposal penelitian yang berisikan permasalahan riset yang dinyatakan dalam bentuk pertanyaan.

Research objective (tujuan penelitian) merupakan serangkaian tujuan yang berkaitan dengan rumusan masalah yang telah di berikan.

Hubungan diantara keduanya adalah tujuan penelitian biasanya sejalan dengan pertanyaan peneliri",8,7
11,"Jelaskan selengkap mungkin yang anda ketahui mengenai research question (rumusan masalah) dan research objective (tujuan penelitian), serta bagaimana hubungan di antara keduanya?","_Research question _adalah proses pendefinisian suatu permasalahan yang telah ditelusuri dari latar belakang yang telah dibuat. Biasanya yang dilakukan adalah mengidentifikasi kesulitan, keraguan, dan area penelitian.

_
_

_Research objective _merupakan pernyataan tentang apa yang ingin dicapai melalui penelitian untuk menyelesaikan suatu permasalahan.

Hubungan antara keduanya adalah masalah-masalah yang ingin diselesaikan dirumuskan di _research question_, kemudian permasalahan tersebut akan dijelaskan apa yang ingin dicapai atau diselesaikan yang ditulis di _research objective_.",8,7
12,"Jelaskan selengkap mungkin yang anda ketahui mengenai research question (rumusan masalah) dan research objective (tujuan penelitian), serta bagaimana hubungan di antara keduanya?","-Research question atau rumusan masalah ialah bagaimana kita membuktikan bahwa suatu permasalahan yang akan kita bahas benar-benar masalah. Biasanya, rumusan masalah diawali dengan kata tanya seperti ""Bagaimana, Mengapa""

-Research objective atau tujuan penelitian ialah jawaban dari rumusan masalah yang telah ada, dan solusi dari kita untuk menjawab masalah yang kita bahas di penelitian yang kita lakukan. Tujuan penelitian harus bisa menjawab pertanyaan dari rumusan masalah.

Hubungan antara keduanya adalah, rumusan masalah harus bisa dijawab oleh tujuan penelitian, dan tujuan penelitian harus bisa menjawab rumusan masalah. Keduanya saling berhubungan satu sama lain.",8,9
13,"Jelaskan selengkap mungkin yang anda ketahui mengenai research question (rumusan masalah) dan research objective (tujuan penelitian), serta bagaimana hubungan di antara keduanya?","Research Question atau Pertanyaan Riset adalah sebuah pernyataan keingintahuan tentang suatu topik yang diperoleh secara iterative dan sistematis melalui pengaruh latar belakang keilmuan peneliti, sehingga menginspirasi proses pencarian yang terarah dan merangsang diskusi tentang solusi potensial.

Sedangkan research objectives adalah tujuan dari penelitian yang kita lakukan. Keduanya memiliki keterkaitan dan hubungan yang tak dapat dipisahkan karena penelitian berawal dari sebuah pertanyaan atau permasalahan yang tujuannya untuk menyelesaikan masalah tersebut",8,7
14,"Jelaskan selengkap mungkin yang anda ketahui mengenai research question (rumusan masalah) dan research objective (tujuan penelitian), serta bagaimana hubungan di antara keduanya?","RUMUSAN MASALAH adalah usaha untuk menyatakan secara tersurat pertanyaan penelitian apa saja yg perlu di jawab atau dicarikan jalan pemecahan masalahnya. Rumusan masalah merupakan suatu penjabaran dari indentifikasi masalah dan pembatas masalah. dengan kata lain, rumusan masalah ini merupakan pertanyaan yg lengkap dan rinci mengenai ruang lingkup masalah yg akan di teliti di dasarkan atas identifikasi masalah dan pembatasan masalah.

TUJUAN PENELITIAN adalah Indikasi sebuah arah mana maupun informasi atau data dalam penelitian mana yang dicari. Secara umumnya memiliki tujuan sebagai menemukan pengetahuan baru, mengembangkan dalam pengetahuan yang ada dan akhirnya menguji dalam pengetahuan tersebut.

HUBUNGAN antara rumusan masalah dan tujuan penelitian yaitu keduanya merupakan unsur penting dalam sebuah penelitian yang menentukan arah pembahasan penelitian yang akan dilakukan.

Rumusan masalah adalah pertanyaan-pertanyaan yang dibuat di awal proses penelitian yang menjadi fokus analisis dalam sebuah penelitian. Rumusan masalah biasanya disusun dengan menggunakan konsep pertanyaan 5W+1H 

Tujuan penelitian adalah tujuan-tujuan yang diharapkan dapat tercapai dari sebuah penelitian dan merupakan jawaban dari rumusan masalah.

Rumusan masalah dan tujuan penelitian harus disusun pada konteks yang sama.",8,7
15,"Jelaskan selengkap mungkin yang anda ketahui mengenai research question (rumusan masalah) dan research objective (tujuan penelitian), serta bagaimana hubungan di antara keduanya?","Research question (Rumusan Masalah) adalah rangkaian pertanyaan yang disusun penulis dan akan dicari jawabannya,sedangkan tujuan penelitian adalah serangkaian pernyataan sebagai informasi yang dapat diukur dan diamati.Dan hubungan keduanya biasanya tujuan penelitian adalah jawaban singkat dari srangkaian pertanyaan dari rumusan masalah",8,8
16,"Jelaskan selengkap mungkin yang anda ketahui mengenai research question (rumusan masalah) dan research objective (tujuan penelitian), serta bagaimana hubungan di antara keduanya?","Rumusan masalah adalah suatu tulisan singkat yang berisi pertanyaan seputar topik yang diangkat oleh penulis. Penulis berusaha mencari jawaban atas pertanyaan tersebut sehingga dapat terciptalah kesimpulan diakhir. Sedangkan tujuan penelitian merupakan sebuah alasan mengapa suatu penelitian harus dilakukan dan dicari solusinya. Tujuan penelitian ini juga merupakan jawaban secara singkat dari rumusan masalah. Hubungan antar keduanya adalah untuk menentukan arah pembahasan penelitian kedepannya, sehingga kedua unsur tersebut sangat penting dalam penelitian",7,7
17,"Jelaskan selengkap mungkin yang anda ketahui mengenai research question (rumusan masalah) dan research objective (tujuan penelitian), serta bagaimana hubungan di antara keduanya?","Research question atau disebut juga rumusan masalah adalah cara yang mendefinisikan bagaimana suatu proses bekerja untuk menyelesaikan masalah. RQ ini digunakan sebagai hipotesis atau dugaan utama untuk menemukan menyelesaikan masalah yang dilandasi dengan teori yang ada.

Contoh : bagaimana peningkatan akurasi neural network apabila dengan arsitektur jaringan?

Research objective atau RO adlah bagaimana implementasi yang digunakan dan didasarkan pada rumusan masalah atau research question, atau disebut juga sebagai tujuan penelitian.

Contoh : implementasi atau penerapan algoritma untuk mengoptimasi pemilihan arsitektur sehingga lebih efisien.

Baik research objective maupun research question saling berhubungan, research objective adalah kelanjutan dan implementasi dari reseacrh question yang didasarkan pada landasan teori yang digunakan dalam sebuah penelitian. ",7,8
18,"Jelaskan selengkap mungkin yang anda ketahui mengenai research question (rumusan masalah) dan research objective (tujuan penelitian), serta bagaimana hubungan di antara keduanya?","Research question adalah rumusan masalah yang melandasi dilakukannya penelitian ilmiah secara objektif dan nantinya dapat dibuktikan secara valid dan logis, sedangkan research objective adalah tujuan dari diadakannya penelitian ilmiah. Hubungan keduanya adalah dari rumusan masalah akan dijadikan tujuan penelitian yang ingin dicapai.",7,6
19,"Jelaskan selengkap mungkin yang anda ketahui mengenai research question (rumusan masalah) dan research objective (tujuan penelitian), serta bagaimana hubungan di antara keduanya?","rumusan masalah adalah sebuah pertanyaan yang jelas, terfokus, singkat, kompleks dan diperdebatkan yang menjadi pertanyaan utama mengapa penelitian tersebut dilakukan. sedangkan tujuan penelitian adalah rangkuman atau penggambaran secara ringkas apa yang akan kita capai dalam penelitian . Hubungan antara rumusan masalah dan tujuan penelitian yaitu keduanya merupakan UNSUR PENTING dalam sebuah penelitian yang menentukan arah pembahasan penelitian yang akan dilakukan",7,6
20,"Jelaskan selengkap mungkin yang anda ketahui mengenai research question (rumusan masalah) dan research objective (tujuan penelitian), serta bagaimana hubungan di antara keduanya?","RESEARCH QUESTION (RUMUSAN MASALAH) merupakan pertanyaan-pertanyaan tentang hal-hal yang ingin dicari didalam penelitian tersebut

RESEARCH OBJECTIVE (TUJUAN PENELITIAN) merupakan suatu tujuan atau goals atau dapat dibilang sesuatu yang ingin dicapai didalam melakukan suatu penelitian atau research.

Hubungan di antara keduanya sangat berkaitan erat karena didalam melakukan rumusan masalah, yaitu keduanya merupakan unsur penting dalam sebuah PENELITIAN yang menentukan arah pembahasan PENELITIAN yang akan dilakukan. ",7,7
21,"Jelaskan selengkap mungkin yang anda ketahui mengenai research question (rumusan masalah) dan research objective (tujuan penelitian), serta bagaimana hubungan di antara keduanya?","RESEARCH QUESTION (RUMUSAN MASALAH) YAITU SEBUAH PERTANYAAN MENGENAI MASALAH YANG ADA (DALAM SEBUAH BENTUK PERTANYAAN), SEDANGKAN RESEARCH OBJECTIVE (TUJUAN PENELITIAN) YAITU SEPERTI TUJUAN AKHIR NANTI YANG AKAN DIDAPATKAN SEPERTI APA(CONTOHNYA UNTUK MENGIDENTIFIKASI....). HUBUNGANNYA YAITU UNTUK MEMUDAHKAN DALAM PENGIDENTIFIKASIAN SEBUAH REASERCH PROBLEM ATAU MASALAH SUATU PENELITIAN. SEHINGGA PENELITIAN DAPAT DILAKSANAKAN DENGN MEMEAHAM",7,6
22,"Jelaskan selengkap mungkin yang anda ketahui mengenai research question (rumusan masalah) dan research objective (tujuan penelitian), serta bagaimana hubungan di antara keduanya?","Research question adalah masalah apa yang melatar belakangi dilakukan sebuah penelitian biasanya di buat dalam bentuk pertanyaan, sedangkan research objective adalah tujuan akhir dari penelitian. Hubungan antara keduanya yaitu RQ merupakan masalah yang akan diteliti sedangkan RO itu tujuannya",7,6
23,"Jelaskan selengkap mungkin yang anda ketahui mengenai research question (rumusan masalah) dan research objective (tujuan penelitian), serta bagaimana hubungan di antara keduanya?","Research objectives (RO) adalah statement yang jelas terkait apa yang ingin dicapai/ tujuan/ objectives dari penelitian yang dilakukan
Research question (RQ) adalah pertanyaan yang muncul dari problem yang didapat ketika penelitian 
RQ dapat digunakan untuk menentukan apa sebenarnya tujuan (Research objective) dari suatu masalah penelitian",7,8
24,"Jelaskan selengkap mungkin yang anda ketahui mengenai research question (rumusan masalah) dan research objective (tujuan penelitian), serta bagaimana hubungan di antara keduanya?","Research question atau rumusan masalah adalah pertanyaan yang akan terjawab melalui penelitian yang dilakukan. bisa juga dikatakan sebuah scope penelitian dimana penelitian akan menjawab apa yang ada di research question. Research objective adalah tujuan jelas apa yang akan didapatkan melalui penelitian. dari tujuan tujuan ini akan didapatkan landasan, cara mencapainya dan hasilnya. Dua hal ini saling berhubungan guna memusatkan penelitian supaya tidak berubah tujuan dari penelitian ditengah jalan dan tetap dengan tujuan tersebut. sehingga penelitian mendapatkan hasil yang diharapkan.",7,7
25,"Jelaskan selengkap mungkin yang anda ketahui mengenai research question (rumusan masalah) dan research objective (tujuan penelitian), serta bagaimana hubungan di antara keduanya?","Rumusan masalah merupakan pertanyaan penelitian terkait ruang lingkup masalah yang diteliti. Sedangkan Tujuan penelitian merupakan jawaban yang akan diperoleh dari rumusan masalah tadi. Sehingga keduanya memiliki hubungan yang sangat erat, antara rumusan masalah dan tujuan penelitian harus sinkron apabila rumusan masalah ada 3, maka tujuan penelitiannya juga harus ada 3 yang dimana tujuan masalah dinyatakan di dalam kalimat dengan konkrit satu per satu sesuai ruang lingkup dan rumusan masalah.",7,7
26,"Jelaskan selengkap mungkin yang anda ketahui mengenai research question (rumusan masalah) dan research objective (tujuan penelitian), serta bagaimana hubungan di antara keduanya?"," Research question (rumusan masalah) adalah pertanyaan mendasar dari masalah penelitian, sedangkan research objective (tujuan penelitian) adalah tujuan dari dari penelitian tersebut untuk menjawab pertanyaan mendasar dari research question (rumusan masalah). 

Hubungan antara rumusan masalah dan tujuan penelitian yaitu keduanya merupakan unsur penting dalam sebuah penelitian yang menentukan arah pembahasan penelitian yang akan dilakukan. ",7,6
27,"Jelaskan selengkap mungkin yang anda ketahui mengenai research question (rumusan masalah) dan research objective (tujuan penelitian), serta bagaimana hubungan di antara keduanya?","Research Question adalah pernyataan-pertanyaan tentang suatu topik yang diangkat oleh penulis dan diperoleh secara iterative dan sistematis melalui pengaruh latar belakang keilmuan peneliti, untuk mencari solusi dari permasalah topik. Sedangkan research objective (tujuan penelitian) adalah untuk menentukan arah pembahasan penelitian yang akan dilakukan oleh penulis. Hubungan antara keduanya adalah untuk menyusun keseluruhan penulisan yang terarah dan terstruktur.",7,7
28,"Jelaskan selengkap mungkin yang anda ketahui mengenai research question (rumusan masalah) dan research objective (tujuan penelitian), serta bagaimana hubungan di antara keduanya?","Research question (rumusan masalah) adalah pertanyaan yang bertujuan untuk menyelesaikan masalah yang telah diidentifikasi.

sedangkan research objective (tujuan penelitian) adalah apa yang ingin dicapai dari penelitian yang dilakukan. tujuan untuk mengidentifikasi atau menggambarkan suatu konsep untuk menjelaskan suatu situasi yang mengindikasikan jenis studi yang dilakukan.

HUBUNGAN antara RUMUSAN MASALAH DAN TUJUAN PENELITIAN yaitu keduanya merupakan unsur penting dalam sebuah PENELITIAN yang menentukan arah pembahasan PENELITIAN yang akan dilakukan.",7,7
29,"Jelaskan selengkap mungkin yang anda ketahui mengenai research question (rumusan masalah) dan research objective (tujuan penelitian), serta bagaimana hubungan di antara keduanya?","menurut yang saya ketahui rumusan masalah merupakan masalah yang diangkat untuk dilakukan suatu penelitian atau kajian yang nantinya diselesaikan menggunakan metode-metode yang sudah ada maupun yang belum ada. 

sedangkan tujuan penelitian adalah tujuan dari dilakukannya sebuah penelitian atau apa yang menjadi dasar dari mengapa dilakukan penelitian tersebut. baik rumusan masalah maupun tujuan penelitian saling berkaitan karena tujuan penelitian sendiri pastinya menyelesaikan masalah yang terdapat pada rumusan masalah.",7,8
30,"Jelaskan selengkap mungkin yang anda ketahui mengenai research question (rumusan masalah) dan research objective (tujuan penelitian), serta bagaimana hubungan di antara keduanya?",Research question merupakan pertanyaan yang ditanyakan oleh penulis untuk dijawab di dalam penelitian tersebut. Research objective merupakan tujuan (goal) yang ingin dicapai oleh penelitian. Hubungan keduanya yaitu research objective merupakan penentu dari pembahasan masalah  yang diungkapkan di research question,7,9
31,"Jelaskan selengkap mungkin yang anda ketahui mengenai research question (rumusan masalah) dan research objective (tujuan penelitian), serta bagaimana hubungan di antara keduanya?","Research question atau rumusan masalah adalah hal hal yang berkaitan dengan masalah yang akan diteliti berupa pertanyaan pertanyaan yang nantinya harus dijawab pada hasil dan pembahasan serta mendapatkan kesimpulan yang sesuai.

Research objective adalah tujuan penelitian yang dapat digunakan untuk mengetahui arah penelitian ke mana dan digunakan sebagai acuan.

Hubungannya adalah rumusan masalah dapat berjalan bersama tujuan penelitian untuk mendapatkan hasil dan kesimpulan.",7,7
32,"Jelaskan selengkap mungkin yang anda ketahui mengenai research question (rumusan masalah) dan research objective (tujuan penelitian), serta bagaimana hubungan di antara keduanya?",Rumusan masalah merupakan pertanyaan-pertanyaan yang dibuat di awal penelitian yang akan menjadi fokus dalam sebuah penelitian sedangkan tujuan penelitian merupakan hal-hal yang diharapkan akan tercapai dari pelaksanaan penelitian. rumusan masalah biasanya berbentuk pertanyaan dan tujuan penelitian berbentuk pernyataan. Hubungan keduanya adalah keduanya merupakan unsur penting dalam penelitian yang akan menentukan arah pelaksanaan penelitian nantinya.,7,7
33,"Jelaskan selengkap mungkin yang anda ketahui mengenai research question (rumusan masalah) dan research objective (tujuan penelitian), serta bagaimana hubungan di antara keduanya?","research question adalah tulisan singkat yang berisi pertanyaan tentang topik diangkat oleh penulis. sehingga penulis akan mencari jawaban atas pertanyaan pertanyaan tersebut di dalam lembar jurnal, article, dll 

Research objectieve adalah mengapa penelitian itu dilakukan, dan untuk mengidentifikasi atau menggambarkan suatu konsep atau untuk menjelaskan atau memprediksi suatu situasi atau solusi untuk suatu situasi yang mengindikasikan jenis studi yang akan dilakukan. 

hubungan keduanya adalah penulis menjawab research question untuk mengetahui hasil penelitian dan mencapai tujuan penelitian",7,9
34,"Jelaskan selengkap mungkin yang anda ketahui mengenai research question (rumusan masalah) dan research objective (tujuan penelitian), serta bagaimana hubungan di antara keduanya?","Rumusan masalah adalah tulisan singkat dari topik yang diangkat oleh penulis. Rumusan masalah sendiri menjadi topik utama yang akan diangkat oleh penulis karena berisi dari pertanyaan yang akan dijawab.

Tujuan penelitian adalah suatu indikasi tentang arah dari penelitian tersebut yang berisi tentang data data dan informasi yang ingin dicapai. Tujuan penelitian berfungsi untuk menjadi oembuktian dari rumusan maslash",7,7
35,"Jelaskan selengkap mungkin yang anda ketahui mengenai research question (rumusan masalah) dan research objective (tujuan penelitian), serta bagaimana hubungan di antara keduanya?","RESEARCH QUESTION BERISI  _PERMASALAHAN_ RISET YANG DINYATAKAN DALAM BENTUK PERTANYAAN. DIMANA SETIAP PERTANYAAN ADKAN DIJAWAB ATAU DIBAHAS DALAM PEMBAHASAN PENELITIAN.

RESEARCH OBJECTIVE (TUJUAN PENELITIAN) KEGIATAN UTUK MENNYELESAIKAN MASALAHLAH DALAM RUMUSAN MASALAH

RESEARCH OBJECTIVE AKAN MENJAWAB SETIAP PERTANYAAN DI DALAM RUMUSAN MASALAH",7,8
36,"Jelaskan selengkap mungkin yang anda ketahui mengenai research question (rumusan masalah) dan research objective (tujuan penelitian), serta bagaimana hubungan di antara keduanya?",Rumusan masalah adalah tulisan singkat yang berisi pertanyaan tentang topik diangkat oleh penulis. TUJUAN PENELITIAN : Untuk memperoleh pengetahuan atau penemuan baru. Sebagai pembuktian atau pengujian tentang kebenaran dari pengetahuan yang sudah ada. Hubungan antara rumusan masalah dan tujuan penelitian yaitu keduanya merupakan unsur penting dalam sebuah penelitian yang menentukan arah pembahasan penelitian yang akan dilakukan.,7,7
37,"Jelaskan selengkap mungkin yang anda ketahui mengenai research question (rumusan masalah) dan research objective (tujuan penelitian), serta bagaimana hubungan di antara keduanya?","Research question merupakan pertanyaan-pertanyaan yang muncul dari masalah yang akan diteliti. Misalnya pada perkuliahan online IP mahasiswa meningkat, maka akan timbul oertanyaan, apa pengaruh kuliah online dengan IP mahasiswa yang naik? Sedangkan research objective merupakan tujuan penelitian dari research question. sehingga saling keterkaitan",6,5
38,"Jelaskan selengkap mungkin yang anda ketahui mengenai research question (rumusan masalah) dan research objective (tujuan penelitian), serta bagaimana hubungan di antara keduanya?","Reserch question adalah sebuah pernyataan keingintahuan tentang suatu
topik. Research objective adalah suatu tujuan diadakannya penelitian. Jadi hubungan antara keduanya adalah tujuan objective akan membuat kita tau untuk merancang rumusan masalah.",6,5
39,"Jelaskan selengkap mungkin yang anda ketahui mengenai research question (rumusan masalah) dan research objective (tujuan penelitian), serta bagaimana hubungan di antara keduanya?","Research questions adalah pernyataan tentang masalah terkait topik penelitian. Sedangkan research objective adalah pernyataan tentang apa yang ingin dicapai dari penelitian. Hubungan antara keduanya adalah dari research questions kita akan mendapatkan tujuan atau research objective pada penelitian, dimana keduanya akan menjadi latar belakang dari penelitian yang ingin dilakukan.",6,8
40,"Jelaskan selengkap mungkin yang anda ketahui mengenai research question (rumusan masalah) dan research objective (tujuan penelitian), serta bagaimana hubungan di antara keduanya?","Research question (rumusan masalah) adalah salah satu tahapan dalam masalah penelitian yang berbentuk pertanyaan yanng tugasnya untuk merumusakan masalah yang ingin diselesaikan agar setiap peneliti atau yang membaca penelitian tau apa akhir dari penelitian. Perumusan masalah harus dengan bahasa yang jelas dan tanpa kesalahan, agar penelitian dapat dilakukan dengan teratur sesuai dengan rumusan masalah yang ingin dipenuhi.

Research objective(tujuan penelitian) adalah alah satu tahapan dalam masalah penelitian yang berbentuk pernyataan, sebagai tujuan dari penelitian yang ingin dicapai.

Rumusan masalah adalah pertanyaan sedangkan tujuan penelitian adalah tujuan dari penelitiannya",6,6
41,"Jelaskan selengkap mungkin yang anda ketahui mengenai research question (rumusan masalah) dan research objective (tujuan penelitian), serta bagaimana hubungan di antara keduanya?","Masalah penelitian yang baik adalah yang menghasilkan sejumlah pertanyaan atau tujuan penelitian lainnya. Setelah menyatakan masalah penelitian, Anda harus melanjutkan ke pertanyaan atau tujuan penelitian yang dihasilkan. Anda dapat memilih untuk menggunakan pertanyaan atau tujuan penelitian terutama jika mereka mengacu pada satu dan fenomena yang sama.

Pertanyaan penelitian mengacu pada pertanyaan, yang peneliti ingin dijawab dengan melakukan penelitian yang diusulkan. Satu-satunya perbedaan antara pertanyaan penelitian dan tujuan adalah bahwa pertanyaan penelitian dinyatakan dalam bentuk pertanyaan sedangkan tujuan dinyatakan dalam bentuk pernyataan. Agar suatu tujuan menjadi baik, itu harus SMART: Spesifik, Measurable, Achievable, Relevant, dan Time-bound.",6,6
42,"Jelaskan selengkap mungkin yang anda ketahui mengenai research question (rumusan masalah) dan research objective (tujuan penelitian), serta bagaimana hubungan di antara keduanya?","Research question adalah tulisan singkat yang berisi tentang topik  yang diangkat penulis atau biaa juga pertanyaan yang ingin dijawab oleh proyek penelitian, kalau research objektif itu apa yg ingin di capai di penelitian (lebih ke tujuaannya apa), keduanya memiliki hubungan yaitu dapat membantu menyelesaikan penelitian dan memberikan perhatian khusus dari kasus yang akan dijawab di penelitian",6,6
43,"Jelaskan selengkap mungkin yang anda ketahui mengenai research question (rumusan masalah) dan research objective (tujuan penelitian), serta bagaimana hubungan di antara keduanya?","Research question atau rumusan masalah merupakan masalah yang ingin dijawab oleh projek penelitian. Memilih masalah merupakan hal penting untuk penelitian kuantitatif maupun kualitatif. Diperlukan juga pengumpulan data dan analisa termasuk metodologi yang akan digunakan dalam mengolah data untuk menjawab permasalahan tersebut. Tujuan penelitian adalah hasil yang berusaha diraih dengan melakukan penelitian. Banyak penelitian memiliki lebih dari satu tujuan. Biasanya, rumusan masalah akan menentukan tujuan penelitian.",6,7
