,pertanyaan,jawaban,penilai 1,penilai 2
22,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,informed search tidak selalu lebih baik dibandingkan uninformed search jika dinilai dari memory and space kompleksitas,90,80
23,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"Ya lebih baik karena pada Uninformed Search sering disebut juga dengan Blind Search, Istilah tersebut menggambarkan bahwa teknik pencarian ini tidak memiliki informasi tambahan mengenai kondisi diluar dari yang disediakan oleh definisi masalah. Yang dilakukan oleh algoritma ini adalah melakukan generate dari successor dan membedakan goal state dari non-goal state. Pencarian dilakukan berdasarkan pada urutan mana saja node yang hendak di-expand sedangkan pada Informed Search sering disebut juga dengan Heuristic Search. Pencarian dengan algoritma ini menggunakan knowledge yang spesifik kepada permasalahan yang dihadapi disamping dari definisi masalahnya itu sendiri. Metode ini mampu menemukan solusi secara lebih efisien daripada yang bisa dilakukan pada metode uninformed strategy.          ",90,90
24,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"Informed search selalu lebih baik dibandingkan uninformed search karena informed search banyak permasalahan yang dapat diselesaikan dengan metode ini, sedangkan uninformed search tidak bisa menyelesaikan permasalahan, uninformed search hanya sebatas mendefinisikan alogoritma permasalahan tersebut. Informed mempertimbangkan nilai heuristik, sehingga costnya bisa minimal, tapi kelemahannya membutuhkan waktu lebih lama.",75,80
25,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"Iya, karena dalam informed search, dalam menelusuri node nodenya, kita sudah diberikan semacam spoiler atau bocoran  berupa informasi, yang memungkinkan kita menemukan goal state lebih cepat dan tepat daripada algoritma yang secara membabi buta mencari nodenya.",85,90
26,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"Informed search biasanya memang lebih baik daripada uninformed search, tetapi tidak selalu lebih baik. Informed search dikatakan lebih baik karena menggunakan fungsi heuristik untuk mengatasi kelemahan pada blind search (uninformed search).",95,95
27,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,informed search lebih baik dibandingkan uninformed search karena uninformed search tidak bisa digunakan untuk permasalahan dengan ruang masalah yang besar. Informed search menggunakan fungsi heuristik untuk mengatasi kelemahan dari uninformed search. ,85,90
28,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"tidak selalu baik, hal ini dikarenakan, informed search akan selalu memeberikan arah yang dapat dituju sedangkan uninformed tidak. namun strategi uninformed lebih baik dari pada informed.",80,90
29,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"tidak, bisa saja uninformed search yang lebih baik, asalkan jumlah root yang ada tidak banyak, maka pencarian bisa lebih sederhana",90,90
30,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"Iya, karena dalam informed searching memiliki kinerja untuk mengeksploitasi semua informasi-informasi yang dapat mendukung bahwa satu node lebih menjanjikan dari pada node lainnya, sedangkan untuk uninformed searching hanya menggunakan informasi berdasarkan problem yang didefinisikan",90,80
31,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"Tidak, justru uninformed search lebih baik daripada informed search karena uninformed search akan memilih setiap state dengan cost paling rendah sehingga akan lebih efisien dalam mencapai goals",70,50
32,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"Uninformed search 

Algoritma yang tidak memberikan informasi tentang permasalahan yang ada, hanya sebatas definisi dari algoritma tersebut. Uninformed Search sering disebut juga dengan Blind Search. Istilah tersebut menggambarkan bahwa teknik pencarian ini tidak memiliki informasi tambahan mengenai kondisi diluar dari yang disediakan oleh definisi masalah. Yang dilakukan oleh algoritma ini adalah melakukan generate dari successor dan membedakan goal state dari non-goal state. Pencarian dilakukan berdasarkan pada urutan mana saja node yang hendak di-expand.

Informed Search

Walaupun dengan menggunakan Uninformed Search Algorithm, banyak permasalahan dapat dipecahkan, namun tidak semuanya dari algoritma tersebut dapat menyelesaikan masalah dengan efisien. Informed Search sering disebut juga dengan Heuristic Search. Pencarian dengan algoritma ini menggunakan knowledge yang spesifik kepada permasalahan yang dihadapi disamping dari definisi masalahnya itu sendiri. Metode ini mampu menemukan solusi secara lebih efisien daripada yang bisa dilakukan pada metode uninformed strategy.",90,90
33,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"betul, karena informed search lebih baik karena menggunakan heuristic yang lebih spesifik dibandingkan uniformed search dalam menyelesaikan persoalan masalah",90,80
34,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"Tidak. Informed search menemukan solusi lebih cepat, namun dapat tidak complete. Uninformed search akan menemukan solusi yang complete, namun lebih lambat dibanding informed search.",80,90
35,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"Noniterative search, menentukan simpul terbaik dengan biaya perkiraan dari simpul awal ke simpul tujuan (goal) dengan menghitung biaya perkiraan + biaya sebenarnya dapat menggunakan Algorima A* dan menghitung biaya perkiraan dari fungsi heuristik, namun tidak menjamin hasil solusi optimal.

Iterative search biasa digunakan pada masalah yang bukan berupa path dimana akan menentukan kondisi/susunan akhir goal state yang memenuhi kriteria. Contohnya pada algoritma Hill Climbing akan dilakukan iterasi terus menerus hingga nilai successor lebih kecil dari nilai current state yang mana bisa mengakibatkan goal state bukan berupa global max tapi local max, namun dapat diperbaiki dengan Simulated Annealing. ",50,20
36,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"Uninformed search akan membangkitkan simpul berikutnya hanya berdasarkan urutan-urutan tertentu, sehingga dalam penerapannya akan memiliki kekurangan jika digunakan pada masalah dengan ruang lingkup besar.

Informed search akan mengatasi kekurangan ini dengan menggunakan fungsi heuristik sehingga informed search lebih baik dari uninformed search.",85,80
37,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"iya, karena informed search memiliki kinerja untuk mengeksekusi semua informasi yang dapat mendukung bahwa satu node lebih menjanjikan daripada node lainnya, sedangkan untuk uninformed searching hanya menggunakan informasi berdasarkan problem yang didefinisikan",85,80
38,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"Uninformed search, algoritma ini tidak memberikan informasi tentang permasalahan yg ada melainkan hanya sebatas definisi dari algoritma dan tidak memiliki informasi tambahan yang dihadapinya

Informed Search, algoritma ini menggunakan solusi yang lebih spesifik terhadap permasalahan yang dihadapinya serta melakukan generate dari successor dan membedakan state dari non goal state.

Maka algoritma yang lebih baik adalah Algoritma Informed Search",85,80
39,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"Ya, dikarenakan dengan menggunakan uninformed search algorithm, beberapa permasalahan dapat dipecahkan, tetapi tidak semua algoritma dapat menyelesaikan permasalah dengan efektif dan efisien. Sedangkan, informed search adalah algoritma yang menggunakan pengetahuan spesifik terhadap permasalahan yang dihadapi selain dari definisi masalah soal nya sendiri, metode ini lebih baik daripada metode uninformed.",85,80
40,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,informed search algoritma ini tidak memberikan informasi tentang problem yang ada namun cuman sebatas definisi dari algoritma dan tidak memiliki informasi tambahan yang dihadapi. Informed Search juga menggunakan solusi yang lebih spesifik terhadap permasalahan yang dihapadinya serta melakukan generate dari successor dan membedakan state dari non goal state. Jadi algoritma yang lebih baik adalah yang informed Search.,85,80
41,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,informed search lebih baik karena menggunakan fungsi heuristik untuk mengatasi kelemahan pada uninformed search,80,80
42,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,Metode Informed Search  lebih baik daripada uninformed secarh karena Informed Search merupakan pencarian yang algoritmanya menggunakan knowledge yang spesifik kepada permasalahan yang dihadapi tidak seperti Uninformed Search yanh tidak memiliki informasi tambahan mengenai kondisi di luar dari yang disediakan oleh definisi masalah.,85,80
43,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"Iya, Informed Search merupakan pencarian yang algoritmanya menggunakan knowledge yang spesifik kepada permasalahan yang dihadapi, metode ini lebih baik daripada uninformed search.

karena pada uninformed search tidak memiliki informasi tambahan mengenai kondisi di luar dari yang disediakan oleh definisi masalah.

banyak permasalahan yang dapat dipecahkan menggunakan uninformed search tetapi tidak semuanya dapat menyelesaikan masalah dengan efisien.",95,80
44,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"Ya,  Informed search bisa dikatakan selalu lebih baik dibandingkan uninformed search karena informed search memiliki kinerja yang lebih baik dalam mengeksekusi informasi yang dapat mendukung teori bahwa satu node lebih menjanjikan daripada node lainnya. Selain itu banyak permasalahan yang dapat diselesaikan dengan metode ini, dan Informed mempertimbangkan nilai heuristik, sehingga costnya bisa minimal, tapi kelemahannya membutuhkan waktu lebih lama. Sedangkan uninformed search tidak bisa menyelesaikan permasalahan, uninformed search hanya sebatas mendefinisikan algoritma permasalahan tersebut. ",90,80
45,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,Informed Search dapat lebih menghasilkan pencarian permasalahan secara efisien karena algoritma memiliki goal node yang dapat memperkirakan seberapa dekat dengan tujuan sedangkan uninformed search hanya sebatas mengenai definisi dari algoritma tanpa memberi tahu informasi mengenai permasalahan sehingga tidak efisien.,85,90
46,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"uninformed search atau blind search tidak memberikan informasi tentang permasalahan yang ada dan pembangkitan simpulnya hanya berdasarkan urutan tertentu, sehingga dalam penerapannya akan memiliki kekurangan jika digunakan pada masalah dengan ruang lingkup besar.

sedangkan informed searching menggunakan fungsi heuristik untuk mengatasi kelemahan blind search sehingga informed searching lebih baik daripada uninformed searching.",85,90
47,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"Iya, Informed search lebih baik karena lebih efisien dan memiliki kinerja seraching yang dapat mendukung bahwa satu node lebih menajnjikan daripada node lainnya, uninformed searching hanya menggunakan informasi berdasarkan problem yg didefinisikan",85,90
48,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"Ya. Hal ini karena informed search algorithm mampu menemukan solusi yang lebih efisien daripada uninformed search algorithm. Informed search ini menggunakan knowledge yang spesifik kepada permasalahan yang dihadapi disamping dari defisini masalahnya itu sendiri. Sedangkan, uninformed search algorithm tidak memiliki informasi. tambahan mengenai kondisi diluar dari yang disediakan oleh definisi masalah.",90,90
49,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"iya, informed search lebih baik karena uninformed search teknik pencariannya tidak memiliki informasi tambahan mengenai kondisi diluar dari yang disediakan oleh definisi masalah dan tidak semua dari algoritma tersebut dapat diselesaikan  dengan efisien sedangkan pada informed dia menggunakan knowledge yang spesifik kepada permasalahan yang dihadapi disamping dari definisi masalahnya itu sendiri,  metode ini menemukan solusi secara lebih efisien.",90,90
50,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"Tidak selalu. Walaupun informed search memiliki keunggulan dibandingan uninformed search, seperti mendapatkan solusi lebih cepat, membutuhkan cost yang rendah, membutuhkan waktu yang lebih singkat, dan implementasinya lebih pendek, namun informed search memiliki kekurangan apabila dibandingkan uninformed search. Uninformed search lebih lengkap dalam melakukan pencarian, tidak seperti informed search yang belum tentu lengkap. Selain itu uninformed search tidak membutuhkan knowledge dalam implementasinya, sehingga lebih mudah untuk diterapkan. Jadi, masing-masing informed search dan uninformed search memiliki keunggulannya masing-masing.",95,100
51,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,informed search tidak selalu lebih baik dibandingkan uninformed search karena,65,70
52,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"Tidak, karena metode pencarian uninformed search ini tidak akan mengalami jalan buntu, dengan metode ini di pastikan akan di temukan goal atau tujuan yang di cari. dan juga jika terdapat lebih dari satu solusi maka akan di dapat solusi yang bisa jadi terbaik atau solusi minimumnya.",70,70
53,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"betul karena, uniformed tidak memberikan informasi tentang permasalahan yang ada namun hanya sebatas definisi dari algoritma, uniformed sendiri juga sering disebut  dengan blind search, ini dikarenakan algoritma ini hanya melakukan generate dari successor dan membedakan goal state dari non goal state. pencarian dilakukan berdasarkan apda urutan mana asaja node yang hendak di expand. sedangkan informed search, bisa menyelesaikan banyak permasalahan karena algoritma ini menggunakan pengetahuan yang spesifik kepada permasalahan yang dihadapi selain dari definisi masala itu ",85,80
54,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"Informed Search cenderung lebih cepat dan efisien dibandingkan dengan uninformed search. Namun, hal itu hanya berlaku di beberapa kasus khusus yang sudah diinformasikan. Hal ini dikarenakan Uninformed search menggunakan metode Blind Search. teknik pencarian ini tidak memiliki informasi tambahan mengenai kondisi diluar dari yang disediakan oleh definisi masalah. Yang dilakukan oleh algoritma ini adalah melakukan generate dari successor dan membedakan goal state dari non-goal state. Pencarian dilakukan berdasarkan pada urutan mana saja node yang hendak di-expand, sehingga membuat uninformed search lebih fleksibel dan efisien di beberapa kasus",90,90
55,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"Ya, menurut saya informed search akan selalu lebih baik daripada uninformed searching, karena informed searching adalah pencarian dengan informasi yang spesifik terhadap permasalahan yang dihadapi disamping dari definisi masalahnya itu sendiri, tidak seperti uninformed searching yang tidak memiliki informasi terhadap permasalahan yang ada, sehingga informed search ini dapat menemukan solusi secara lebih efisien daripada yang bisa dilakukan pada uninformed search",85,90
56,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"Searching adalah mekanisme pemecahan masalah yang paling umum di dalam kecerdasan buatan. Di dalam permasalahan-permasalahan kecerdasan buatan, urutan langkah-langkah yang dibutuhkan untuk memperoleh solusi merupakan suatu isu yang penting untuk diformulasikan. Hal ini harus dilakukan dengan mengidentifikasikan proses _try and error_ secara sistematis pada eksplorasi setiap alternatif jalur yang ada.

 UNINFORMED SEARCH ALGORITM

Algoritma ini tidak memberikan informasi apapun tentang permasalah yang ada, tetapi hanya berfokus memberikan informasi tentang algorima tersebut. Algoritma ini juga disebut BLIND SEARCH. Istilah Blind Search berpedoman bahwa, teknik pencarian ini tidak memiliki informasi tambahan lain selain dari yang disediakan.
Yang dilakukan oleh algorima ini adalah melakukan generate dari successor dan membedakan goal state dari non-goal state. Pencarian ini dilakukan berdasarkan pada urutan mana saja node yang hendak di-expand.",60,60
57,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"Informaed Search merupakan pencarian dengan algoritma ini menggunakan knowledge yang spesifik kepada permasalahan yang dihadapi disamping dari definisi masalahnya itu sendiri. Metode ini mampu menemukan solusi secara lebih efisien daripada yang bisa dilakukan pada metode uninformed strategy.

Uninformed search merupakan Algoritma yang tidak memberikan informasi tentang permasalahan yang ada, hanya sebatas definisi dari algoritma tersebut.

Walaupun dengan menggunakan Uninformed Search, banyak permasalahan dapat dipecahkan, namun tidak semuanya dari algoritma tersebut dapat menyelesaikan masalah dengan efisien",90,90
58,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,informed search lebih baik. karena uninformed merupakan blind search.,75,60
59,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"Informed search dapat menyelesaikan banyak permasalahan, sedangkan uninformed search tidak bisa menyelesaikan permaasalahan karena uninformed search hanya mendefinisikan alogoritma dari sebuah permasalahan. Jadi, Informed search selalu lebih baik dibandingkan dengan uninformed search",80,80
60,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"Ya, karena dalam informed search, agent memiliki semua informasi yang dibutuhkan untuk mendapatkan solusi secara optimal (dapat mereview apakah solusi optimal atau tidak), 

Uninformed search tidak memiliki informasi tersebut, sehingga akan berhenti ketika mendapatkan solusi dan tidak akan berusaha mencari informasi optimal karena tidak memiliki informasi yang cukup untuk mengevaluasi solusi.",85,80
61,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"Ya. informed search lebih unggu karena lebih efektif, cepat, tetapi tidak semuanya masalah yg dipecahkan menggunakan algoritma yang efisien. ",80,80
62,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"Iya, informed search selalu lebih baik dibandingkan uninformend search karena informed search dapat menyelesaikan banyak permasalahan dan , sedangkan uninformed search tidak bisa menyelesaikan permasalahan, uninformed search hanya sebatas mendefinisikan alogoritma/ menggunakan informasi dari permasalahan tersebut.",75,80
63,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"iyaa, karena pencarian dengan informed search menggunakan knowledge yang spesifik kepada permasalahan yang dihadapi disamping dari definisi masalahnya itu sendiri sedangkan pencarian uninformed search dengan tidak memiliki informasi tambahan mengenai kondisi diluar dari yang disediakan oleh definisi masalah",85,80
64,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,Informed search selalu lebih baik dibandingkan uninformed search karena menggunakan masalah pencarian rute terpendek dan menggunakan fungsi heuristik h(n) untuk menghitung biaya perkiraan (estimation cost) dari suatu node n ke node tujuan dibandingkan dengan uninformed search,85,80
65,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"ya tentunya informed search selalu lebih baik dibandingkan uninformed search karena informed search terdapat banyak permasalahan dapat diselesaikan sementara itu uninformed search tidak bisa menyelesaikan permasalahan yang ada, uninformed search hanya sebatas mendefinisikan algoritma permasalahan tersebut.",75,80
66,Jelaskan apakah informed search selalu lebih baik dibandingkan uninformed search? Uraikan alasan dan penjelasan Anda secara detail.,"Searching adalah mekanisme pemecahan masalah yang paling umum di dalam kecerdasan buatan. Di dalam permasalahan-permasalahan kecerdasan buatan, urutan langkah-langkah yang dibutuhkan untuk memperoleh solusi merupakan suatu isu yang penting untuk diformulasikan. Hal ini harus dilakukan dengan mengidentifikasikan proses _try and error_ secara sistematis pada eksplorasi setiap alternatif jalur yang ada.

Algoritma searching di dalam kecerdasan buatan yang umumnya dikenal adalah

	* Uninformed Search Algorithm

Algoritma yang tidak memberikan informasi tentang permasalahan yang ada, hanya sebatas definisi dari algoritma tersebut.

	* Informed Search Algorithm

Walaupun dengan menggunakan Uninformed Search Algorithm, banyak permasalahan dapat dipecahkan, namun tidak semuanya dari algoritma tersebut dapat menyelesaikan masalah dengan efisien

UNINFORMED SEARCH ALGORITHM

Uninformed Search sering disebut juga dengan Blind Search. Istilah tersebut menggambarkan bahwa teknik pencarian ini tidak memiliki informasi tambahan mengenai kondisi diluar dari yang disediakan oleh definisi masalah. Yang dilakukan oleh algoritma ini adalah melakukan generate dari successor dan membedakan goal state dari non-goal state. Pencarian dilakukan berdasarkan pada urutan mana saja node yang hendak di-expand.",70,80
