,pertanyaan,jawaban,penilai 1,penilai 2
36,jelaskan perbedaan antara iterative searching dan non iterative searching,iterative searching biasa digunakan untuk pencarian masalah yang bukan merupakan path,70,80
38,jelaskan perbedaan antara iterative searching dan non iterative searching,iteratif menggunakan for while dowhile sedangkan rekursif hanya menggunakan if iteratif dapat berjalan pada program yang terdiri dari prosedur tidak terdapat fungsi sedangkan rekursif merupakan fungsi,80,70
39,jelaskan perbedaan antara iterative searching dan non iterative searching,iterative depat digunakan untuk pencarian masalah yang bukan berupa path sedangkan non iterative bisa,80,80
40,jelaskan perbedaan antara iterative searching dan non iterative searching,iterative search adalah strategi pencarian spasi grafik keadaan di mana versi pencarian kedalamanfirst depthlimited dijalankan berulang kali dengan meningkatkan batas kedalaman hingga tujuannya ditemukan sedangkan non iteratif searching adalah strategi pencarian spasigrafik keadaan di mana versi pencarian kedalamanfirst depthlimited dijalankan tidak berulang kali dengan meningkatkan batas kedalaman hingga tujuannya ditemukan,80,50
41,jelaskan perbedaan antara iterative searching dan non iterative searching,iterative searching merupakan sebuah strategi umum yang biasanya dikombinasikan dengan depth first tree search yang akan menemukan berapa depth limit terbaik untuk digunakan hal ini dilakukan dengan secara menambah limit secara bertahap iteratif searching secara giliran,65,50
42,jelaskan perbedaan antara iterative searching dan non iterative searching,perbedaan iterative seaching dengan non iteratif searching adalah iterative search digunakan untuk pencarian masalah yang bukan berupa path sedangkan non iterative search digunakan untuk masalah yg berupa path,90,90
43,jelaskan perbedaan antara iterative searching dan non iterative searching,iterative searching iteratif menggunakan for while dowhile iteratif dapat berjalan pada program yang terdiri dari prosedur tidak terdapat fungsi non iteratif searching hanya menggunakan if merupakan fungsi,80,60
44,jelaskan perbedaan antara iterative searching dan non iterative searching,iterative searching mencari algoritma satu persatu dari semuanya non mencari point terkecil tanpa mengecek semua,60,50
45,jelaskan perbedaan antara iterative searching dan non iterative searching,kalau iterative searching biasanya untuk menemukan amsaslah yang bukan path,70,80
46,jelaskan perbedaan antara iterative searching dan non iterative searching,iterative searching biasa digunakan untuk pencarian masalah yang bukan berupa path sedangkan non iterative bisa diunkan unutk algoritma,70,85
47,jelaskan perbedaan antara iterative searching dan non iterative searching,iterative biasa digunakan untuk hillclimb searching,60,60
48,jelaskan perbedaan antara iterative searching dan non iterative searching,perbedaan antara iterative searching dan non iteratif yaitu iteratif searching biasanya untuk mengatasi halhal yang path beberbeda dengan non iteratif yan,65,80
49,jelaskan perbedaan antara iterative searching dan non iterative searching,a iteratif menggunakan for while dowhile sedangkan rekursif hanya menggunakan if b iteratif dapat berjalan pada program yang terdiri dari prosedur tidak terdapat fungsi sedangkan rekursif merupakan fungsi,80,70
50,jelaskan perbedaan antara iterative searching dan non iterative searching,iterative searching adalah sebuah strategi umum yang biasanya dikombinasikan dengan depth first tree search yang akan menemukan berapa depth limit terbaik untuk digunakan sedangkan non iteratif searching merupakan,60,50
51,jelaskan perbedaan antara iterative searching dan non iterative searching,iterative search digunakan untuk mencari masalah yang bukan berupa path noniterative searching digunakan untuk mencari masalah yang berupa path,70,90
52,jelaskan perbedaan antara iterative searching dan non iterative searching,1 iteratif lebih efisien daripada algoritma non iteratif 2 iteratif memiliki kompleksitas ruang sebesar o1 sedangkan non iteratif dapat mencapai sebesar olog n 3 untuk kompleksitas waktu kedua algoritma memiliki kompleksitas sebesar olog n tetapi binary search iteratif cenderung memiliki faktor konstan yang lebih rendah 4 non iteratif menghasilkan waktu eksekusi lebih lama dan penggunaan memori yang lebih besar dibandingkan dengan iteratif,70,70
53,jelaskan perbedaan antara iterative searching dan non iterative searching,perbedaan antara iterative seraching dan non iterative searching,5,10
54,jelaskan perbedaan antara iterative searching dan non iterative searching,iterative search biasa digunakan untuk percarian masalah yang bukan berupa path 1hillclimbing search 2simulated annealing pengembangan dari asearch algorithm yang dikombinasikan dengan iterative search search algorithm merupakan bestfirst searches yang optimal dalam hal solution cost time dan space prinsip algoritma iterative deepening search adalah melakukan depthlimited search secara bertahap dengan nilai l yang incremental,65,10
55,jelaskan perbedaan antara iterative searching dan non iterative searching,non iteratif searching adalah suatu proses atau prosedur dari fungsi yang memanggil dirinya sendiri secara berulangulang karena proses dalam rekursif ini terjadi secara berulangulang maka harus ada kondisi yang membatasi pengulangan persebut jika tidak maka proses tidak akan pernah berhenti sampai memori yang digunakan untuk menampung proses tersebut tidak dapat menampung lagi penuh berbeda dengan non iteratif searching fungi iteratif merupakan perulangan yang melakukan proses perulangan terhadap sekelompok intruksi perulangan dilakukan dalam batasan syarat tertentu ketika syarat tersebut tidak terpenuhi lagi maka perulangan akan terhenti dalam prosesnya rekursif non iteratif searching memanggil dirinya sendiri sedangkan iteratif hanya mengulang berdasarkan kondisi tertentu fungsi iteratif lebih efisien daripada fungsi rekursif fungsi iteratif memiliki kompleksitas ruang sebesar o1 sedangkan fungsi rekursif dapat mencapai sebesar olog n untuk kompleksitas waktu kedua algoritma fungsi memiliki kompleksitas sebesar olog n namun fungsi iteratif cenderung memiliki faktor konstan yang lebih rendah fungsi rekursif menghasilkan waktu eksekusi lebih lama dan penggunaan memori yang lebih besar jika dibandingkan dengan fungsi iteratif yang menghasilkan waktu eksekusi dan penggunaan memori yang lebih kecil,80,70
56,jelaskan perbedaan antara iterative searching dan non iterative searching,iteratif searching biasa digunakan untuk pencarian masalah yang bukan path sedangkan non iteratif bisa digunakan untuk mencari masalah berupa path,90,90
57,jelaskan perbedaan antara iterative searching dan non iterative searching,iterative digunakan untuk mencari masalah bukan berupa path solusinya bukan berupa path dari initial state ke goal state tpi berupa kondisi yang diberikan ke goal state non iterative biasanya dengan initial state lalu dengan successor sampai dengan goal state solusi yang diberikan path dari initial state ke goal state lalu dilakukan back tracking dan ditemukan solusi permasalahan,90,95
58,jelaskan perbedaan antara iterative searching dan non iterative searching,perbedaan utama dari iterative searching dan non iterative seacrhing rekursif ada dalam segi kompleksitas ruang nya contoh dalam binary search rekursif memeiliki kompleksitas o log n sedangkan iterative searching memiliki kompleksitas o1 maka dari itu iterative searching akan menjadi lebih efisien walaupun rekursif lebih mudah di implementasikan,70,60
59,jelaskan perbedaan antara iterative searching dan non iterative searching,iterative mencari sampai nilai n yang diberikan noniterative mencari nilai optimal dengan lebih sederhana untuk model soal sederhana,70,50
60,jelaskan perbedaan antara iterative searching dan non iterative searching,iterative searching adalah algoritma yang berguna untuk mencari jalur yang bukan path sedangkan non iteratif searching adalah algoritma untuk instruksi perulangan yang tak terhingga,60,80
61,jelaskan perbedaan antara iterative searching dan non iterative searching,iteratif search mencari nilai optimal sampai dengan nilai n dan biasanya digunakan untuk pencarian masalah yang bukan berupa path noniteratif search mencari dengan lebih sederhana untuk model yang lebih sederhana juga,80,80
62,jelaskan perbedaan antara iterative searching dan non iterative searching,perbedaan iterative search akan mencari nilai optimal sampai dengan nilai n noniterative search akan mencari dengan lebih sederhana untuk model yang lebih sederhana juga,70,60
63,jelaskan perbedaan antara iterative searching dan non iterative searching,perbedaan antara intterative searching dengan non iterative searching adalah iterative searching memakai perulangan dari 0 sampai n sedangkan non iterative searching menggunakan perulangan dari n sampai 0,40,40
